央视,#genre# 
iHot爱赛车 7.5M1080,http://117.148.187.13/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230032/index.m3u8
iHot爱都市 7.5M1080,http://117.148.187.57/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230104/index.m3u8
iHot爱青春 7.5M1080,http://117.148.187.59/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230130/index.m3u8

NewTV,#genre#
NewTV中国功夫 4M1080,http://117.148.187.52/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221229663/index.m3u8
NewTV中国功夫 4M1080,http://117.148.187.85/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221229019/index.m3u8
NewTV军事评论 4M1080,http://117.148.187.50/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221229716/index.m3u8
NewTV军事评论 4M1080,http://117.148.187.52/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221229008/index.m3u8
NewTV军旅剧场 4M1080,http://117.148.187.43/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221229004/index.m3u8
NewTV军旅剧场 4M1080,http://39.134.176.163/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221229698/index.m3u8
NewTV农业致富 4M1080,http://117.148.187.59/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221229666/index.m3u8
NewTV农业致富 4M1080,http://117.148.187.97/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221229029/index.m3u8
NewTV动作电影 4M1080,http://117.148.187.41/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221229672/index.m3u8
NewTV动作电影 4M1080,http://117.148.187.43/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221229034/index.m3u8
NewTV古装剧场 4M1080,http://117.148.187.14/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221229011/index.m3u8
NewTV古装剧场 4M1080,http://117.148.187.97/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221229710/index.m3u8
NewTV家庭剧场 4M1080,http://117.148.187.45/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221229695/index.m3u8
NewTV家庭剧场 4M1080,http://39.134.176.160/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221229007/index.m3u8
NewTV怡伴健康 4M1080,http://117.148.187.59/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221229692/index.m3u8
NewTV怡伴健康 4M1080,http://39.134.176.144/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221229016/index.m3u8
NewTV惊悚悬疑 4M1080,http://117.148.187.52/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221229701/index.m3u8
NewTV惊悚悬疑 4M1080,http://117.148.187.97/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221229001/index.m3u8
NewTV明星大片 4M1080,http://117.148.187.46/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221229660/index.m3u8
NewTV明星大片 4M1080,http://117.148.187.85/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221229005/index.m3u8
NewTV武搏世界 4M1080,http://117.148.187.45/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221229722/index.m3u8
NewTV武搏世界 4M1080,http://117.148.187.70/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221229041/index.m3u8
NewTV海外剧场 4M1080,http://117.148.187.40/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221229654/index.m3u8
NewTV海外剧场 4M1080,http://117.148.187.70/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221229062/index.m3u8
NewTV潮妈辣婆 4M1080,http://117.148.187.51/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221229725/index.m3u8
NewTV潮妈辣婆 4M1080,http://117.148.187.97/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221229031/index.m3u8
NewTV炫舞未来 4M1080,http://117.148.187.55/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221229669/index.m3u8
NewTV炫舞未来 4M1080,http://117.148.187.91/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221229155/index.m3u8
NewTV爱情喜剧 4M1080,http://117.148.187.40/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221229731/index.m3u8
NewTV爱情喜剧 4M1080,http://117.148.187.84/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221229014/index.m3u8
NewTV精品体育 2.5M1080,http://117.148.187.44/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221229719/index.m3u8
NewTV精品体育 2.5M1080,http://39.134.176.144/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221229026/index.m3u8
NewTV精品大剧 4M1080,http://117.148.187.71/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221229017/index.m3u8
NewTV精品大剧 4M1080,http://117.148.187.75/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221229713/index.m3u8
NewTV精品纪录 4M1080,http://117.148.187.14/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221229707/index.m3u8
NewTV精品纪录 4M1080,http://117.148.187.46/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221229013/index.m3u8
NewTV金牌综艺 4M1080,http://117.148.187.52/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221229704/index.m3u8
NewTV金牌综艺 4M1080,http://117.148.187.85/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221229002/index.m3u8

CIBN,#genre#
CIBN炫佳动漫,https://live.elibei.com/tv/channel/cibn?id=0
CIBN真人秀,https://live.elibei.com/tv/channel/cibn?id=1
CIBN怡家,https://live.elibei.com/tv/channel/cibn?id=2
CIBN骄阳剧场,https://live.elibei.com/tv/channel/cibn?id=3
CIBN时尚生活,https://live.elibei.com/tv/channel/cibn?id=4
CIBN经典剧场,https://live.elibei.com/tv/channel/cibn?id=5
CIBN朵丫乐园,https://live.elibei.com/tv/channel/cibn?id=6
CIBN映画,https://live.elibei.com/tv/channel/cibn?id=7
CIBN嗨播1,https://live.elibei.com/tv/channel/cibn?id=8
CIBN古装剧场,https://live.elibei.com/tv/channel/cibn?id=9
CIBN纪录片,https://live.elibei.com/tv/channel/cibn?id=10
CIBN东方教育,https://live.elibei.com/tv/channel/cibn?id=11
CIBN嗨播2,https://live.elibei.com/tv/channel/cibn?id=12
CIBN,https://live.elibei.com/tv/channel/cibn?id=13
CIBN快乐购物,https://live.elibei.com/tv/channel/cibn?id=14
CIBN全电竞,https://live.elibei.com/tv/channel/cibn?id=15
CIBN嗨播3,https://live.elibei.com/tv/channel/cibn?id=16
CIBN,https://live.elibei.com/tv/channel/cibn?id=17
CIBN风尚运动,https://live.elibei.com/tv/channel/cibn?id=18
CIBN品质生活,https://live.elibei.com/tv/channel/cibn?id=19
CIBN,https://live.elibei.com/tv/channel/cibn?id=20
CIBN嗨播4,https://live.elibei.com/tv/channel/cibn?id=21
CIBN动漫剧场,https://live.elibei.com/tv/channel/cibn?id=22
CIBN新知,https://live.elibei.com/tv/channel/cibn?id=23
CIBN家居用品,https://live.elibei.com/tv/channel/cibn?id=24
CIBN,https://live.elibei.com/tv/channel/cibn?id=25
CIBN,https://live.elibei.com/tv/channel/cibn?id=26
CIBN嗨播5,https://live.elibei.com/tv/channel/cibn?id=28
CIBN流金岁月,https://live.elibei.com/tv/channel/cibn?id=29
CIBN嗨播6,https://live.elibei.com/tv/channel/cibn?id=30
CIBN好物,https://live.elibei.com/tv/channel/cibn?id=31
CIBN微电影,https://live.elibei.com/tv/channel/cibn?id=32
CIBN嗨播7,https://live.elibei.com/tv/channel/cibn?id=33
CIBN嗨播8,https://live.elibei.com/tv/channel/cibn?id=34
CIBN嗨播9,https://live.elibei.com/tv/channel/cibn?id=35
中国交通,https://live.elibei.com/tv/channel/cibn?id=36
环球奇观,https://live.elibei.com/tv/channel/cibn?id=37
斗牛财经,https://live.elibei.com/tv/channel/cibn?id=38
CIBN嗨播10,https://live.elibei.com/tv/channel/cibn?id=39
CIBN综合,https://live.elibei.com/tv/channel/cibn?id=40
CIBN生活,https://live.elibei.com/tv/channel/cibn?id=41

电影频道,#genre#
CHC高清电影,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226463/01.m3u8#http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226463/01.m3u8
CHC动作电影,http://125.210.152.18:9090/live/DZDYHD_H265.m3u8#http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226465/01.m3u8#http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226465/01.m3u8
CHC家庭影院,http://125.210.152.18:9090/live/JTYYHD_H265.m3u8#http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226462/01.m3u8#http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226462/01.m3u8
黑莓动画 4M1080,http://117.148.187.43/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221229675/index.m3u8
黑莓动画 4M1080,http://117.148.187.51/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221228998/index.m3u8
黑莓电影 4M1080,http://117.148.187.45/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221229734/index.m3u8
黑莓电影 4M1080,http://117.148.187.85/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221229010/index.m3u8
黑莓电竞 4M1080,http://117.148.187.45/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221229678/index.m3u8
黑莓电竞 4M1080,http://117.148.187.49/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221229059/index.m3u8
私人影院2,http://tx2play1.douyucdn.cn/live/85894rmovieChow.flv
私人影院3,http://tx2play1.douyucdn.cn/live/20415rnWbjg6Ex1K_2000.flv?uuid=
私人影院4,http://tx2play1.douyucdn.cn/live/252802rbQGaZXUQi_2000p.flv?uuid=
终极影院,http://pull.kktv8.com/livekktv/111536805.flv
邵氏老电影,http://42.56.91.136/live-bvc/164219/live_97065163_17925468.m3u8
kk金马影院,http://hpull.kktv8.com/livekktv/128600025/playlist.m3u8
kk开心影院,http://hpull.kktv8.com/livekktv/111536805/playlist.m3u8
best电影1,http://101.71.255.229:6610/zjhs/2/10052/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
best电影2,http://101.71.255.229:6610/zjhs/2/10037/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
